135,27696,stevemadden.com,SteveMaddenShoes,https://www.facebook.com/SteveMaddenShoes/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=17190057868,360,2658452,1432915
136,27920,umzu.com,umzuhealth,https://www.facebook.com/umzuhealth,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1110497222348698,340,65842,67013
138,27965,petcoachstore.com,petcoachstore,https://www.facebook.com/petcoachstore,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=112223507213303,100,None,1672
139,28017,calif.cc,calif.onlinestore,https://www.facebook.com/calif.onlinestore/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=210736449010929,0,None,5362
140,28040,flatspot.com,flatspotofficial,https://www.facebook.com/flatspotofficial/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=313920031965738,0,863,806
141,28240,lauraashleyusa.com,LauraAshleyUS,https://www.facebook.com/LauraAshleyUS/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=304441390706,130,16077,54551
142,28270,blockchaintrainingalliance.com,Blockchain-Training-Alliance-244744436032721,https://www.facebook.com/Blockchain-Training-Alliance-244744436032721/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=244744436032721,0,11808,1165
143,28588,bando.com,shopbando,https://www.facebook.com/shopbando,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=41260089818,38,590832,125735
144,28612,mistore.pk,MistorePak,https://www.facebook.com/MistorePak/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1220404651378423,4,96440,438318
145,28953,gooseberryintimates.com,gooseberryintimates,https://www.facebook.com/gooseberryintimates,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=None,4,,
146,28996,thedarksideinitiative.com,TheDarksideInitiative,https://www.facebook.com/TheDarksideInitiative/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=131097586960676,0,72327,2501
147,29064,fromourplace.com,fromourplace,https://www.facebook.com/fromourplace/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=247732222787053,260,279137,22571
148,29335,commonthreadco.com,commonthreadco,https://www.facebook.com/commonthreadco/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1425477591095588,25,4551,1663
149,29356,decathlon.com,Decathlon-106039878081351,https://www.facebook.com/Decathlon-106039878081351/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=106039878081351,0,None,11
150,29473,quickservicepanama.com,quickservicesupplies,https://www.facebook.com/quickservicesupplies,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=207866092613271,2,5135,1784
151,29565,anyma.store,Anime-store-106796651272888,https://www.facebook.com/Anime-store-106796651272888/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=106796651272888,0,None,708
